,economy,microsoft,obama,palestine,Others,Top_1%,Top_20%,Top_5%,SentimentHeadline,SentimentTitle,Publish_weekday,Face_pop_rank,LinkedIn_pop_rank
919,1,0,0,0,0,1,0,0,-0.189948857368603,0.0416666666666667,2,0,1
920,1,0,0,0,0,1,0,0,0.0954961542009506,-0.0694444444444444,2,0,0
921,1,0,0,0,0,1,0,0,0.0230958576857708,0.188982236504614,3,0,0
922,1,0,0,0,0,1,0,0,0.0,-0.25591344526666393,3,0,0
923,0,0,1,0,0,1,0,0,0.079861111111111,0.0,4,0,0
924,0,0,1,0,0,1,0,0,-0.00555314429103389,0.319982970738288,4,0,0
925,1,0,0,0,0,1,0,0,-0.203002016937224,0.0775571273254878,4,1,1
926,0,0,1,0,0,1,0,0,-0.20073979525456198,0.0,4,1,0
927,1,0,0,0,0,1,0,0,0.0227377148471562,0.0,4,0,0
928,1,0,0,0,0,1,0,0,0.0573539334676404,0.0944911182523068,5,0,1
929,1,0,0,0,0,1,0,0,-0.294174202707276,-0.24705294220065502,5,0,0
930,1,0,0,0,0,1,0,0,-0.0368273978689276,0.14932977839684,6,0,0
931,1,0,0,0,0,1,0,0,-0.0533001790889026,0.0376889180722205,6,0,1
932,1,0,0,0,0,1,0,0,-0.214905031243346,-0.0833333333333333,0,0,1
933,1,0,0,0,0,1,0,0,0.0477845532214128,-0.18443133599113104,0,0,0
934,1,0,0,0,0,1,0,0,0.0956831930774679,-0.00157037158634242,0,0,0
935,1,0,0,0,0,1,0,0,-0.0545544725589981,0.132582521472478,0,0,0
936,1,0,0,0,0,1,0,0,-0.0799502686333539,-0.0988211768802618,0,0,0
937,0,1,0,0,0,1,0,0,0.103358608223696,-0.31622776601683805,1,0,1
938,1,0,0,0,0,1,0,0,-0.0875,-0.28125,1,1,1
939,1,0,0,0,0,1,0,0,-0.0658290635545244,0.187760236072498,1,0,0
940,1,0,0,0,0,1,0,0,-0.11759703094781801,0.0416666666666667,2,1,1
941,0,0,1,0,0,1,0,0,0.170482726746869,-0.0790569415042095,2,0,1
942,1,0,0,0,0,1,0,0,0.0,0.0,2,0,0
943,1,0,0,0,0,1,0,0,-0.276145831878024,-0.0268127078139278,3,0,1
944,1,0,0,0,0,1,0,0,-0.0220630652030457,0.0833333333333333,3,0,0
945,1,0,0,0,0,1,0,0,-0.10425720702853698,-0.0208333333333333,3,1,0
946,1,0,0,0,0,1,0,0,-0.0240696387919319,-0.11306675421666099,3,0,1
947,1,0,0,0,0,1,0,0,-0.26411825780562803,-0.477983853827839,3,0,1
948,0,1,0,0,0,1,0,0,-0.14593284481519198,0.0058925565098880105,3,0,1
949,1,0,0,0,0,1,0,0,-0.402339235122611,-0.05625,3,1,1
950,1,0,0,0,0,1,0,0,0.08067900978766701,0.0,3,0,0
951,1,0,0,0,0,1,0,0,-0.10660035817780499,-0.166666666666667,4,0,0
952,1,0,0,0,0,1,0,0,0.0228217732293819,-0.353553390593274,4,0,1
953,1,0,0,0,0,1,0,0,0.24718804533042002,0.0862016026915066,4,1,1
954,1,0,0,0,0,1,0,0,-0.0699886261601076,-0.0559016994374947,4,0,1
955,1,0,0,0,0,1,0,0,-0.0122572584461365,-0.166666666666667,4,0,0
956,0,0,1,0,0,1,0,0,0.11410886614691,0.21650635094611,5,0,1
957,0,0,1,0,0,1,0,0,0.007764124921874179,0.0319180144285594,5,0,1
958,1,0,0,0,0,1,0,0,0.10418669679216001,-0.0721687836487032,0,0,1
959,1,0,0,0,0,1,0,0,-0.0840537064657637,0.125,1,0,0
960,0,1,0,0,0,1,0,0,0.0286769667338202,0.12992528759692198,1,0,1
961,1,0,0,0,0,1,0,0,-0.110416666666667,-0.42399160393613106,1,1,1
962,0,0,1,0,0,1,0,0,-0.0354665702340481,0.15075567228888198,1,0,0
963,1,0,0,0,0,1,0,0,0.0727392967453308,0.0694444444444443,1,0,0
964,1,0,0,0,0,1,0,0,0.0484809027777778,-0.0944911182523068,2,0,0
965,0,1,0,0,0,1,0,0,0.0193681183375284,0.0,2,0,1
966,1,0,0,0,0,1,0,0,-0.19094065395649304,-0.163888888888889,2,0,1
967,1,0,0,0,0,1,0,0,-0.0279508497187474,0.0,2,0,0
968,0,0,1,0,0,1,0,0,0.108854166666667,0.0,3,0,1
969,1,0,0,0,0,1,0,0,0.248988931319367,-0.23459740604991197,3,0,0
970,1,0,0,0,0,1,0,0,0.0901661362920603,0.0058925565098880105,3,0,0
971,1,0,0,0,0,1,0,0,-0.175934036860657,-0.248039185412305,3,1,1
972,1,0,0,0,0,1,0,0,0.0191366386154936,-0.208333333333333,3,0,1
973,1,0,0,0,0,1,0,0,0.03994596119886,-0.11048543456039801,3,0,0
974,1,0,0,0,0,1,0,0,-0.14246164302645198,0.0,4,0,1
975,1,0,0,0,0,1,0,0,-0.0355334527259351,-0.12238009213626198,4,0,1
976,0,0,1,0,0,1,0,0,-0.13931231205314498,0.0346687622640768,4,0,0
977,1,0,0,0,0,1,0,0,0.133250447722257,-0.0354341693446151,4,0,1
978,1,0,0,0,0,1,0,0,-0.152943822580375,0.0,4,0,0
979,1,0,0,0,0,1,0,0,-0.228746601923207,0.00942222951805511,4,0,0
980,1,0,0,0,0,1,0,0,0.0502655707633631,0.176776695296637,6,0,0
981,1,0,0,0,0,1,0,0,0.0533001790889026,-0.208333333333333,0,0,0
982,0,0,1,0,0,1,0,0,-0.0297681045129899,-0.0617632355501637,0,0,0
983,1,0,0,0,0,1,0,0,-0.10660035817780499,0.0,0,0,0
984,0,0,1,0,0,1,0,0,0.0767292433959485,0.0,1,0,0
985,0,1,0,0,0,1,0,0,-0.0591006786055812,-0.22097086912079603,1,0,1
986,1,0,0,0,0,1,0,0,-0.167969944657088,0.0549537037037033,1,0,0
987,1,0,0,0,0,1,0,0,-0.0283333333333334,-0.00658807845868402,1,0,0
988,1,0,0,0,0,1,0,0,0.0688460646564993,-0.008375315127159859,2,0,1
989,1,0,0,0,0,1,0,0,0.0573539334676404,0.0,2,1,0
990,1,0,0,0,0,1,0,0,0.14348102855623698,-0.0625,2,0,1
991,1,0,0,0,0,1,0,0,0.358384149160597,-0.09971859573274999,3,0,0
992,1,0,0,0,0,1,0,0,-0.218217890235992,-0.17666316830672196,3,0,0
993,1,0,0,0,0,1,0,0,0.0,-0.176776695296637,3,0,1
994,0,0,1,0,0,1,0,0,-0.0799502686333539,-0.0376889180722205,3,0,1
995,1,0,0,0,0,1,0,0,-0.175140168224314,0.0104166666666667,4,0,0
996,1,0,0,0,0,1,0,0,-0.121267812518166,0.0729166666666667,4,0,0
997,1,0,0,0,0,1,0,0,0.0,0.0,4,0,0
998,1,0,0,0,0,1,0,0,0.111803398874989,0.0,4,0,0
999,1,0,0,0,0,1,0,0,0.039975134316677007,0.0419372925839593,4,0,0
1000,1,0,0,0,0,1,0,0,0.147906579761705,0.0570841411895389,4,0,0
1001,0,0,1,0,0,1,0,0,0.0360886629247777,0.038490017945975,6,0,0
1002,0,0,1,0,0,1,0,0,0.186771346516615,-0.0691748238161833,6,0,0
1003,1,0,0,0,0,1,0,0,-0.262406403329135,-0.22097086912079603,0,1,1
1004,1,0,0,0,0,1,0,0,0.0146575492494482,0.0708683386892301,0,0,0
1005,1,0,0,0,0,1,0,0,-0.402339235122611,-0.145226176130088,0,1,1
1006,1,0,0,0,0,1,0,0,-0.173225582038933,-0.0694444444444444,0,0,0
1007,1,0,0,0,0,1,0,0,-0.16841376031563,-0.321180555555556,0,0,0
1008,0,0,1,0,0,1,0,0,-0.12274756325774601,-0.203703703703704,1,1,0
1009,1,0,0,0,0,1,0,0,0.236750740960637,0.279526142368969,1,0,1
1010,0,0,1,0,0,1,0,0,0.0451406358363004,0.13944444444444398,1,0,0
1011,0,0,1,0,0,1,0,0,-0.126214800167215,0.0,1,0,0
1012,0,0,1,0,0,1,0,0,-0.0669787976632886,0.0,1,0,1
1013,1,0,0,0,0,1,0,0,0.0834057656228299,-0.306345648328812,2,0,0
1014,0,0,1,0,0,1,0,0,-0.0854850821094867,-0.0559986668988149,2,0,0
1015,1,0,0,0,0,1,0,0,-0.11017853126208801,-0.0416666666666667,3,1,1
1016,1,0,0,0,0,1,0,0,-0.190678192452423,0.0,3,0,0
1017,1,0,0,0,0,1,0,0,-0.25706232206418694,-0.21180555555555605,3,0,0
1018,1,0,0,0,0,1,0,0,0.0320750149549793,-0.168785220065175,3,0,1
1019,1,0,0,0,0,1,0,0,0.0954703269782467,-0.0125,3,0,0
1020,1,0,0,0,0,1,0,0,-0.0618187807475732,-0.276699295264733,4,0,0
1021,1,0,0,0,0,1,0,0,0.321227144027109,-0.0790569415042095,4,0,0
1022,1,0,0,0,0,1,0,0,-0.00998923856981094,0.0,4,0,1
1023,1,0,0,0,0,1,0,0,-0.197002262018604,-0.22685185185185197,0,0,0
1024,1,0,0,0,0,1,0,0,-0.0135419009576371,-0.0658807845868411,0,0,0
1025,0,1,0,0,0,1,0,0,0.16388327953559698,-0.345481748995354,0,0,1
1026,0,0,1,0,0,1,0,0,0.027277236279499,0.0790569415042095,0,0,0
1027,0,0,1,0,0,1,0,0,-0.156385810542806,0.0430201523352073,0,0,0
1028,1,0,0,0,0,1,0,0,-0.12757759076995698,-0.0792863165371156,1,0,0
1029,1,0,0,0,0,1,0,0,0.0133250447722257,0.0966251507273671,1,0,0
1030,1,0,0,0,0,1,0,0,-0.228265272703103,0.0441941738241592,1,0,1
1031,1,0,0,0,0,1,0,0,0.0279508497187474,-0.0510310363079829,1,0,0
1032,1,0,0,0,0,1,0,0,-0.0651607543928359,-0.208333333333333,2,0,0
1033,1,0,0,0,0,1,0,0,0.198,-0.125173490714998,2,0,0
1034,1,0,0,0,0,1,0,0,-0.191716946530904,0.0817708333333333,2,0,1
1035,1,0,0,0,0,1,0,0,0.0,-0.0267006466854294,3,0,1
1036,1,0,0,0,0,1,0,0,-0.143384833669101,0.03125,3,0,0
1037,1,0,0,0,0,1,0,0,-0.221546564935642,0.00411754903667747,3,0,1
1038,0,1,0,0,0,1,0,0,-0.098058067569092,-0.15075567228888198,3,1,1
1039,0,1,0,0,0,1,0,0,0.22360679774997896,0.33333333333333304,3,0,0
1040,1,0,0,0,0,1,0,0,0.30280087195309696,0.362531497647073,4,0,1
1041,0,0,1,0,0,1,0,0,-0.15012014419226902,-0.208333333333333,4,0,0
1042,1,0,0,0,0,1,0,0,0.0127577590769957,0.19764235376052397,4,0,1
1043,1,0,0,0,0,1,0,0,-0.11444041498154199,-0.16925097133087502,4,0,0
1044,1,0,0,0,0,1,0,0,-0.14645907420391102,-0.36893239368631103,6,0,0
1045,1,0,0,0,0,1,0,0,-0.0143614371433989,-0.0441941738241592,0,0,0
1046,1,0,0,0,0,1,0,0,-0.0152041760249951,-0.11858541225631401,0,0,0
1047,1,0,0,0,0,1,0,0,0.0390964526357014,0.0208333333333333,0,0,0
1048,1,0,0,0,0,1,0,0,-0.0890625,0.0659722222222223,1,0,1
1049,0,1,0,0,0,1,0,0,-0.0250905169372528,0.0234375,1,0,1
1050,1,0,0,0,0,1,0,0,-0.15990053726670803,0.0441941738241592,1,0,0
1051,1,0,0,0,0,1,0,0,-0.38565554741276703,0.0434813178273154,1,0,0
1052,1,0,0,0,0,1,0,0,-0.32584261701838,0.0,2,0,1
1053,1,0,0,0,0,1,0,0,0.0291154684570284,0.188982236504614,2,0,0
1054,0,0,1,0,0,1,0,0,0.0306431461153413,0.137526137825031,2,0,0
1055,1,0,0,0,0,1,0,0,-0.22069444444444394,-0.188440712860503,2,0,1
1056,1,0,0,0,0,1,0,0,-0.16743850024163698,0.0790569415042095,2,0,0
1057,1,0,0,0,0,1,0,0,-0.10418669679216001,-0.0625,3,0,0
1058,1,0,0,0,0,1,0,0,-0.12142351937342599,-0.0883883476483184,3,0,0
1059,1,0,0,0,0,1,0,0,-0.209240378170594,-0.309359216769115,3,0,1
1060,0,0,1,0,0,1,0,0,-0.0528221409205323,0.0,3,0,0
1061,1,0,0,0,0,1,0,0,0.0279508497187474,0.133862417524101,3,0,1
1062,0,1,0,0,0,1,0,0,-0.0583333333333334,0.0,4,0,1
1063,1,0,0,0,0,1,0,0,0.0272772362794991,0.0307443661405258,4,0,0
1064,1,0,0,0,0,1,0,0,0.214755611129428,0.157037158634252,4,0,1
1065,1,0,0,0,0,1,0,0,-0.38733675516888594,-0.0243055555555556,0,0,0
1066,0,0,1,0,0,1,0,0,-0.468385899176091,0.0533634355153414,1,0,0
1067,1,0,0,0,0,1,0,0,-0.158871286573124,0.11858541225631401,2,0,1
1068,1,0,0,0,0,1,0,0,-0.0167282305947285,0.25,2,0,0
1069,1,0,0,0,0,1,0,0,-0.16366341767699402,-0.25,3,0,0
1070,0,0,1,0,0,1,0,0,-0.21921669485311898,0.0382800916665847,3,1,0
1071,0,1,0,0,0,1,0,0,0.15321573057670598,0.0729166666666667,3,0,1
1072,1,0,0,0,0,1,0,0,0.183821037588237,0.0520833333333333,3,0,0
1073,0,0,1,0,0,1,0,0,-0.0533001790889026,-0.13841255162023,3,0,0
1074,0,0,1,0,0,1,0,0,-0.10007718678077199,-0.11858541225631401,4,1,1
1075,1,0,0,0,0,1,0,0,0.105174219552686,0.0219574751611446,4,0,0
1076,1,0,0,0,0,1,0,0,-0.107144923921865,0.10364452469860601,5,0,1
1077,1,0,0,0,0,1,0,0,-0.0527359901403649,-0.0368932393686312,5,0,0
1078,0,0,1,0,0,1,0,0,0.0405553552826906,0.326109883704864,5,0,0
1079,1,0,0,0,0,1,0,0,-0.0256856216083515,0.187760236072498,6,0,1
1080,1,0,0,0,0,1,0,0,-0.0254587538608659,-0.0395284707521047,0,1,1
1081,1,0,0,0,0,1,0,0,-0.0276418113334908,0.0494105884401309,0,0,1
1082,0,0,1,0,0,1,0,0,-0.04789518556413801,-0.0921284663987613,0,0,0
1083,1,0,0,0,0,1,0,0,-0.156385810542806,0.10164659979556599,1,0,1
1084,0,0,1,0,0,1,0,0,-0.13753058021337303,-0.188444590361102,1,1,1
1085,0,0,1,0,0,1,0,0,-0.026247532847863,0.0331456303681194,1,0,0
1086,0,0,1,0,0,1,0,0,0.15190551040337197,0.24705294220065502,1,0,0
1087,1,0,0,0,0,1,0,0,0.0652186493437439,0.0944911182523068,2,1,1
1088,1,0,0,0,0,1,0,0,0.23168402777777802,0.108253175473055,2,0,0
1089,1,0,0,0,0,1,0,0,-0.0261891400439462,0.0944911182523068,2,0,0
1090,1,0,0,0,0,1,0,0,-0.180903865145849,-0.057820710753274995,3,0,0
1091,1,0,0,0,0,1,0,0,-0.0260643017571343,-0.0395284707521047,3,0,0
1092,1,0,0,0,0,1,0,0,-0.225283064331255,-0.258680555555556,4,0,0
1093,0,0,1,0,0,1,0,0,-0.11453611001336099,0.0828780270102462,6,0,1
1094,1,0,0,0,0,1,0,0,0.0722846761406725,-0.11858541225631401,0,0,1
1095,1,0,0,0,0,1,0,0,0.10418669679216001,-0.188444590361102,0,0,0
1096,0,0,1,0,0,1,0,0,0.0904194430179465,0.10711946672658801,0,0,0
1097,0,0,1,0,0,1,0,0,0.10660035817780499,0.0,1,0,1
1098,1,0,0,0,0,1,0,0,-0.0545544725589981,-0.0416666666666667,1,0,0
1099,0,0,1,0,0,1,0,0,-0.285643240443058,-0.117274273429143,2,0,0
1100,1,0,0,0,0,1,0,0,0.236750740960637,-0.23717082451262803,2,0,0
1101,1,0,0,0,0,1,0,0,0.0222084079537095,0.14584077361972503,2,0,0
1102,1,0,0,0,0,1,0,0,-0.0642583243150173,-0.0442708333333333,3,0,0
1103,1,0,0,0,0,1,0,0,0.0346160529622483,-0.19764235376052397,3,0,0
1104,1,0,0,0,0,1,0,0,-0.0799502686333539,-0.0790569415042095,4,0,1
1105,1,0,0,0,0,1,0,0,-0.0545544725589981,0.24305555555555605,6,1,1
1106,1,0,0,0,0,1,0,0,0.196025269465115,-0.168402777777778,6,0,1
1107,1,0,0,0,0,1,0,0,-0.18569471401131799,-0.22829391894206502,1,0,1
1108,1,0,0,0,0,1,0,0,0.0954703269782467,-0.16898421246524803,1,0,1
1109,1,0,0,0,0,1,0,0,0.0,-0.0395284707521047,1,0,1
1110,1,0,0,0,0,1,0,0,-0.0260643017571343,0.0376889180722205,1,0,0
1111,1,0,0,0,0,1,0,0,-0.159130987416042,-0.385264495849365,1,1,1
1112,1,0,0,0,0,1,0,0,0.0651607543928359,-0.162379763209582,1,0,0
1113,1,0,0,0,0,1,0,0,0.10660035817780499,0.00988211768802619,2,0,0
1114,0,1,0,0,0,1,0,0,-0.174520657542151,-0.11858541225631401,2,0,0
1115,1,0,0,0,0,1,0,0,-0.0818317088384971,0.0,2,0,0
1116,1,0,0,0,0,1,0,0,0.0,0.0339200262649984,3,0,0
1117,1,0,0,0,0,1,0,0,-0.14884052256495,-0.0690963497990709,3,0,0
1118,1,0,0,0,0,1,0,0,-0.03125,-0.0277777777777778,3,0,0
1119,1,0,0,0,0,1,0,0,-0.0573539334676404,0.0635085296108588,3,0,0
1120,0,0,1,0,0,1,0,0,0.10425720702853698,0.0130208333333333,3,0,0
1121,1,0,0,0,0,1,0,0,-0.20127433023564897,-0.14433756729740602,4,0,0
1122,1,0,0,0,0,1,0,0,0.215030489496358,-0.0418765756358005,4,0,0
1123,1,0,0,0,0,1,0,0,-0.24549512651549105,-0.0957741905931204,4,0,0
1124,1,0,0,0,0,1,0,0,0.233188283513949,0.15075567228888198,4,0,0
1125,0,0,1,0,0,1,0,0,0.111230507939735,-0.339200262649984,4,0,0
1126,1,0,0,0,0,1,0,0,0.12380543334638801,-0.10206207261596599,0,0,0
1127,0,1,0,0,0,1,0,0,0.0236227795630767,0.0441941738241592,0,0,1
1128,0,1,0,0,0,1,0,0,-0.0643155494339425,0.0883883476483184,0,0,1
1129,1,0,0,0,0,1,0,0,-0.172229747539442,-0.00349576686162775,0,0,1
1130,1,0,0,0,0,1,0,0,0.0349782425270923,-0.0263888888888887,0,0,0
1131,1,0,0,0,0,1,0,0,0.0023038095238094,0.00676582346706593,1,0,1
1132,1,0,0,0,0,1,0,0,-0.222764096282576,0.0208333333333333,1,0,0
1133,0,0,1,0,0,1,0,0,-0.0482555020119656,-0.051559869461519,1,0,1
1134,1,0,0,0,0,1,0,0,-0.0636468846521645,-0.0707820562891568,1,0,0
1135,1,0,0,0,0,1,0,0,0.1,0.0,2,1,1
1136,1,0,0,0,0,1,0,0,-0.107945589382309,-0.15811388300841903,3,0,1
1137,1,0,0,0,0,1,0,0,-0.128744933050568,-0.126295371385231,4,0,0
1138,0,0,1,0,0,1,0,0,-0.023035406386797,0.0790569415042095,4,0,0
1139,1,0,0,0,0,1,0,0,0.0977434300015383,0.10400628679223,4,0,1
1140,0,0,1,0,0,1,0,0,-0.192919366431793,0.00988211768802619,6,0,0
1141,1,0,0,0,0,1,0,0,-0.14173667737846,-0.15075567228888198,6,0,1
1142,0,1,0,0,0,1,0,0,-0.2,-0.10600008207812,0,0,1
1143,0,0,1,0,0,1,0,0,0.0545544725589981,-0.0966251507273673,0,0,1
1144,0,0,1,0,0,1,0,0,0.0537693126259129,0.091081552007866,0,0,1
1145,1,0,0,0,0,1,0,0,0.0,0.104990131391452,1,0,1
1146,0,0,1,0,0,1,0,0,0.0,-0.11306675421666099,1,0,0
1147,1,0,0,0,0,1,0,0,0.22388299801254197,-0.30151134457776396,2,0,0
1148,1,0,0,0,0,1,0,0,0.0818317088384971,-0.0822351254048033,3,0,0
1149,1,0,0,0,0,1,0,0,-0.32522456525846505,-0.11858541225631401,3,1,1
1150,1,0,0,0,0,1,0,0,-0.0829254340004722,-0.0790569415042095,3,0,0
1151,0,0,1,0,0,1,0,0,-0.139754248593737,0.15811388300841903,3,0,0
1152,1,0,0,0,0,1,0,0,-0.173225582038933,0.140335349846953,4,0,1
1153,0,0,1,0,0,1,0,0,-0.0914306067184694,0.100402315710346,4,0,0
1154,1,0,0,0,0,1,0,0,-0.0325803771964179,0.0,0,0,1
1155,1,0,0,0,0,1,0,0,-0.0703401266027709,0.00601406530405862,1,1,1
1156,1,0,0,0,0,1,0,0,-0.066608771157121,-0.0721687836487032,1,1,1
1157,1,0,0,0,0,1,0,0,0.0,0.0416666666666667,2,1,1
1158,0,0,1,0,0,1,0,0,-0.0359614963410239,0.0,2,0,0
1159,0,0,1,0,0,1,0,0,-0.0269330469403243,-0.303866901957277,2,0,0
1160,0,0,1,0,0,1,0,0,-0.299807338309399,-0.0811898816047911,3,0,0
1161,1,0,0,0,0,1,0,0,0.128108061210926,-0.15811388300841903,3,1,1
1162,1,0,0,0,0,1,0,0,-0.024514516892273,0.0301511344577764,3,1,0
1163,1,0,0,0,0,1,0,0,-0.13638618139749498,0.0,3,0,0
1164,0,1,0,0,0,1,0,0,0.0,0.0248592227760896,3,0,0
1165,1,0,0,0,0,1,0,0,-0.16434221885745,-0.162769458452556,3,1,1
1166,0,0,1,0,0,1,0,0,-0.0932232600708937,-0.0753778361444409,3,0,1
1167,1,0,0,0,0,1,0,0,0.20837339358432103,-0.21650635094611,3,1,0
1168,0,1,0,0,0,1,0,0,-0.455091839139744,-0.105409255338946,3,0,1
1169,0,0,1,0,0,1,0,0,0.0142720959860254,0.0346687622640768,4,0,0
1170,1,0,0,0,0,1,0,0,-0.229639663385923,-0.009486832980505141,4,0,0
1171,0,1,0,0,0,1,0,0,-0.30175492453770897,-0.29426750448789096,4,0,1
1172,1,0,0,0,0,1,0,0,-0.167705098312484,0.0,4,0,0
1173,0,0,1,0,0,1,0,0,0.14335365966423902,0.0694444444444443,5,0,0
1174,0,0,1,0,0,1,0,0,-0.165257258731656,-0.10095486111111099,5,0,0
1175,0,0,1,0,0,1,0,0,-0.0725511672890244,0.0721687836487032,5,0,0
1176,0,0,1,0,0,1,0,0,0.0,0.13834964763236698,6,0,0
1177,0,0,1,0,0,1,0,0,-0.10491514945454501,-0.0413466989654029,6,0,0
1178,0,0,1,0,0,1,0,0,-0.12197968068574902,0.11306675421666099,6,0,0
1179,1,0,0,0,0,1,0,0,0.10660035817780499,0.188982236504614,6,0,1
1180,1,0,0,0,0,1,0,0,0.11388888888888901,0.0263523138347365,0,0,0
1181,1,0,0,0,0,1,0,0,-0.4094267401016521,-0.171866231538397,1,0,0
1182,1,0,0,0,0,1,0,0,-0.125622713616888,-0.0691748238161833,1,0,0
1183,1,0,0,0,0,1,0,0,-0.136872719315191,-0.12846752994434,2,0,0
1184,1,0,0,0,0,1,0,0,-0.125216825835118,0.0833333333333333,2,0,0
1185,1,0,0,0,0,1,0,0,-0.20851441405707502,-0.0753778361444409,2,0,0
1186,1,0,0,0,0,1,0,0,-0.027277236279499,0.127200098493744,2,0,0
1187,1,0,0,0,0,1,0,0,-0.0989695688940689,0.00702728368926325,2,0,0
1188,1,0,0,0,0,1,0,0,0.18245011229994,-0.0790569415042095,2,0,0
1189,1,0,0,0,0,1,0,0,0.17988810442504605,-0.0400536749250303,2,0,0
1190,1,0,0,0,0,1,0,0,-0.217874660874795,0.114632565181104,3,0,1
1191,0,0,1,0,0,1,0,0,-0.0866127910194667,-0.160177901806937,3,1,1
1192,1,0,0,0,0,1,0,0,-0.13662232801179902,0.248260756584747,3,0,0
1193,1,0,0,0,0,1,0,0,-0.18494886071852698,0.0742312443715525,3,0,0
1194,0,0,1,0,0,1,0,0,0.111352957479899,-0.152326043875224,3,1,1
1195,1,0,0,0,0,1,0,0,0.044652156769485,0.0953390962262113,3,1,1
1196,1,0,0,0,0,1,0,0,-0.0847089807106866,0.0347222222222223,3,0,0
1197,1,0,0,0,0,1,0,0,-0.00993701504490753,-0.00494105884401309,4,0,0
1198,1,0,0,0,0,1,0,0,0.078192905271403,0.00347222222222233,1,1,0
1199,1,0,0,0,0,1,0,0,-0.218217890235992,-0.0441941738241592,1,0,0
1200,0,1,0,0,0,1,0,0,0.0369206896955423,-0.00658807845868402,1,0,1
1201,0,0,1,0,0,1,0,0,0.00682043650793656,-0.0994368911043582,2,0,0
1202,1,0,0,0,0,1,0,0,-0.078192905271403,0.0,2,0,0
1203,1,0,0,0,0,1,0,0,-0.0458973764376662,0.0,2,0,0
1204,1,0,0,0,0,1,0,0,-0.0261488180184245,-0.188444590361102,2,0,0
1205,1,0,0,0,0,1,0,0,0.0858725107543431,0.10364452469860601,3,0,0
1206,1,0,0,0,0,1,0,0,-0.0068193090698747605,-0.166666666666667,3,0,0
1207,1,0,0,0,0,1,0,0,-0.00429665578846,0.188982236504614,3,0,0
1208,1,0,0,0,0,1,0,0,-0.0388412749020334,0.150996760565877,3,1,0
1209,1,0,0,0,0,1,0,0,0.0437022078761591,0.19764235376052397,3,0,0
1210,1,0,0,0,0,1,0,0,-0.21851967974251102,-0.13834964763236698,4,0,0
1211,1,0,0,0,0,1,0,0,-0.119688749786255,0.0801019400562886,4,0,0
1212,1,0,0,0,0,1,0,0,0.05,0.187760236072498,6,0,0
1213,1,0,0,0,0,1,0,0,0.13399072798738001,0.0376889180722205,6,0,1
1214,1,0,0,0,0,1,0,0,-0.0629018482405509,-0.101877333206775,0,0,1
1215,1,0,0,0,0,1,0,0,0.0294627825494395,0.0441941738241592,1,0,1
1216,0,0,1,0,0,1,0,0,0.0480099822245253,-0.10277402395547199,1,0,0
1217,0,0,1,0,0,1,0,0,0.0467722140694726,0.0643852350400433,2,0,0
1218,1,0,0,0,0,1,0,0,-0.14557734228514302,-0.14054567378526098,3,0,1
1219,0,0,1,0,0,1,0,0,0.10069846393181699,-0.14637831924735,3,0,1
1220,0,1,0,0,0,1,0,0,0.0,0.256968000280974,3,0,1
1221,1,0,0,0,0,1,0,0,0.0543006286606966,0.135416666666667,4,0,1
1222,1,0,0,0,0,1,0,0,-0.0767448885071179,0.0790569415042095,4,0,1
1223,1,0,0,0,0,1,0,0,-0.05,-0.0090210979560879,4,0,0
1224,1,0,0,0,0,1,0,0,-0.219891688633602,0.0,4,0,1
1225,1,0,0,0,0,1,0,0,-0.214280668094379,0.0,6,0,0
1226,1,0,0,0,0,1,0,0,0.07857731963671401,-0.434813178273152,6,0,0
1227,0,0,1,0,0,1,0,0,-0.0825369555642587,-0.0753778361444409,6,0,0
1228,1,0,0,0,0,1,0,0,0.265625,0.197916666666667,0,1,0
1229,0,1,0,0,0,1,0,0,-0.15664122029881303,0.0,0,0,0
1230,1,0,0,0,0,1,0,0,0.078192905271403,-0.130026767349161,1,0,0
1231,1,0,0,0,0,1,0,0,0.0148840522564951,0.0,1,0,0
1232,0,1,0,0,0,1,0,0,0.0747604681911949,-0.0708948205095886,1,0,1
1233,1,0,0,0,0,1,0,0,-0.0557636135136996,-0.020046884346862,3,0,0
1234,1,0,0,0,0,1,0,0,-0.195366970373773,0.11226851851851899,4,0,0
1235,1,0,0,0,0,1,0,0,-0.21763691967207202,0.22743055555555605,4,0,0
1236,0,0,1,0,0,1,0,0,-0.130537549816161,0.0360843918243516,0,0,0
1237,1,0,0,0,0,1,0,0,-0.039975134316677007,0.0883883476483184,0,0,0
1238,1,0,0,0,0,1,0,0,0.215936205428297,0.00109801307644728,0,0,0
1239,0,0,1,0,0,1,0,0,-0.32285159084678994,-0.0296463530640786,0,1,0
1240,1,0,0,0,0,1,0,0,-0.20441666666666697,-0.179513888888889,0,0,0
1241,1,0,0,0,0,1,0,0,0.20851441405707502,0.176776695296637,0,0,0
1242,1,0,0,0,0,1,0,0,-0.0838525491562421,0.0208333333333333,0,0,0
1243,1,0,0,0,0,1,0,0,0.0931694990624912,-0.0570527594522045,1,0,1
1244,1,0,0,0,0,1,0,0,-0.125451297590458,-0.125,1,0,0
1245,1,0,0,0,0,1,0,0,-0.148231765320393,0.166666666666667,1,0,0
1246,1,0,0,0,0,1,0,0,-0.0905800894466696,-0.0790569415042095,1,0,0
1247,1,0,0,0,0,1,0,0,0.0736458333333334,0.0387152777777778,1,0,0
